Strike,Type,MarketPrice,TimeToExpiry
2800.0,call,3872.05,0.0027378507871321013
4400.0,call,2273.35,0.0027378507871321013
4800.0,call,1872.15,0.0027378507871321013
5300.0,call,1373.25,0.0027378507871321013
5600.0,call,1073.25,0.0027378507871321013
6000.0,call,673.5,0.0027378507871321013
6050.0,call,623.65,0.0027378507871321013
6075.0,call,598.7,0.0027378507871321013
6100.0,call,573.5,0.0027378507871321013
6200.0,call,473.65,0.0027378507871321013
6250.0,call,423.75,0.0027378507871321013
6300.0,call,373.75,0.0027378507871321013
6325.0,call,348.95000000000005,0.0027378507871321013
6330.0,call,343.85,0.0027378507871321013
6340.0,call,333.85,0.0027378507871321013
6350.0,call,323.85,0.0027378507871321013
6360.0,call,313.95,0.0027378507871321013
6375.0,call,299.0,0.0027378507871321013
6400.0,call,274.05,0.0027378507871321013
6410.0,call,264.15,0.0027378507871321013
6425.0,call,249.14999999999998,0.0027378507871321013
6440.0,call,234.4,0.0027378507871321013
6450.0,call,224.5,0.0027378507871321013
6460.0,call,214.45,0.0027378507871321013
6470.0,call,204.75,0.0027378507871321013
6475.0,call,199.85,0.0027378507871321013
6480.0,call,194.9,0.0027378507871321013
6490.0,call,185.15,0.0027378507871321013
6500.0,call,175.2,0.0027378507871321013
6510.0,call,165.45,0.0027378507871321013
6520.0,call,155.75,0.0027378507871321013
6525.0,call,151.0,0.0027378507871321013
6530.0,call,146.1,0.0027378507871321013
6535.0,call,141.3,0.0027378507871321013
6540.0,call,136.6,0.0027378507871321013
6545.0,call,131.75,0.0027378507871321013
6550.0,call,127.1,0.0027378507871321013
6555.0,call,122.4,0.0027378507871321013
6560.0,call,117.7,0.0027378507871321013
6565.0,call,113.1,0.0027378507871321013
6570.0,call,108.4,0.0027378507871321013
6575.0,call,103.80000000000001,0.0027378507871321013
6580.0,call,99.3,0.0027378507871321013
6585.0,call,94.8,0.0027378507871321013
6590.0,call,90.35,0.0027378507871321013
6595.0,call,85.9,0.0027378507871321013
6600.0,call,81.5,0.0027378507871321013
6605.0,call,77.1,0.0027378507871321013
6610.0,call,72.9,0.0027378507871321013
6615.0,call,68.65,0.0027378507871321013
6620.0,call,64.5,0.0027378507871321013
6625.0,call,60.4,0.0027378507871321013
6630.0,call,56.4,0.0027378507871321013
6635.0,call,52.400000000000006,0.0027378507871321013
6640.0,call,48.400000000000006,0.0027378507871321013
6645.0,call,44.7,0.0027378507871321013
6650.0,call,41.05,0.0027378507871321013
6655.0,call,37.5,0.0027378507871321013
6660.0,call,34.099999999999994,0.0027378507871321013
6665.0,call,30.9,0.0027378507871321013
6670.0,call,27.75,0.0027378507871321013
6675.0,call,24.8,0.0027378507871321013
6680.0,call,22.0,0.0027378507871321013
6685.0,call,19.35,0.0027378507871321013
6690.0,call,16.9,0.0027378507871321013
6695.0,call,14.65,0.0027378507871321013
6700.0,call,12.55,0.0027378507871321013
6705.0,call,10.65,0.0027378507871321013
6710.0,call,9.0,0.0027378507871321013
6715.0,call,7.5,0.0027378507871321013
6720.0,call,6.2,0.0027378507871321013
6725.0,call,5.050000000000001,0.0027378507871321013
6730.0,call,4.1,0.0027378507871321013
6735.0,call,3.25,0.0027378507871321013
6740.0,call,2.6,0.0027378507871321013
6745.0,call,2.025,0.0027378507871321013
6750.0,call,1.575,0.0027378507871321013
6755.0,call,1.225,0.0027378507871321013
6760.0,call,0.925,0.0027378507871321013
6765.0,call,0.7250000000000001,0.0027378507871321013
6770.0,call,0.55,0.0027378507871321013
6775.0,call,0.425,0.0027378507871321013
6780.0,call,0.325,0.0027378507871321013
6785.0,call,0.25,0.0027378507871321013
6790.0,call,0.2,0.0027378507871321013
6795.0,call,0.15000000000000002,0.0027378507871321013
6800.0,call,0.175,0.0027378507871321013
5950.0,put,0.15000000000000002,0.0027378507871321013
5975.0,put,0.15000000000000002,0.0027378507871321013
6000.0,put,0.15000000000000002,0.0027378507871321013
6025.0,put,0.15000000000000002,0.0027378507871321013
6050.0,put,0.2,0.0027378507871321013
6075.0,put,0.2,0.0027378507871321013
6100.0,put,0.2,0.0027378507871321013
6125.0,put,0.2,0.0027378507871321013
6150.0,put,0.25,0.0027378507871321013
6175.0,put,0.25,0.0027378507871321013
6200.0,put,0.25,0.0027378507871321013
6225.0,put,0.275,0.0027378507871321013
6250.0,put,0.3,0.0027378507871321013
6275.0,put,0.325,0.0027378507871321013
6300.0,put,0.375,0.0027378507871321013
6320.0,put,0.4,0.0027378507871321013
6325.0,put,0.4,0.0027378507871321013
6330.0,put,0.4,0.0027378507871321013
6340.0,put,0.425,0.0027378507871321013
6350.0,put,0.45,0.0027378507871321013
6360.0,put,0.47500000000000003,0.0027378507871321013
6370.0,put,0.5,0.0027378507871321013
6375.0,put,0.525,0.0027378507871321013
6380.0,put,0.55,0.0027378507871321013
6390.0,put,0.575,0.0027378507871321013
6400.0,put,0.625,0.0027378507871321013
6410.0,put,0.675,0.0027378507871321013
6420.0,put,0.7250000000000001,0.0027378507871321013
6425.0,put,0.7749999999999999,0.0027378507871321013
