Strike,Type,MarketPrice,TimeToExpiry
610.0,call,55.215,0.008213552361396304
615.0,call,50.225,0.008213552361396304
635.0,call,30.33,0.008213552361396304
640.0,call,25.405,0.008213552361396304
641.0,call,24.424999999999997,0.008213552361396304
642.0,call,23.455,0.008213552361396304
645.0,call,20.549999999999997,0.008213552361396304
646.0,call,19.595,0.008213552361396304
647.0,call,18.645,0.008213552361396304
648.0,call,17.700000000000003,0.008213552361396304
649.0,call,16.759999999999998,0.008213552361396304
650.0,call,15.83,0.008213552361396304
651.0,call,14.915,0.008213552361396304
652.0,call,14.004999999999999,0.008213552361396304
653.0,call,13.105,0.008213552361396304
654.0,call,12.219999999999999,0.008213552361396304
655.0,call,11.34,0.008213552361396304
656.0,call,10.48,0.008213552361396304
657.0,call,9.635,0.008213552361396304
658.0,call,8.809999999999999,0.008213552361396304
659.0,call,8.004999999999999,0.008213552361396304
660.0,call,7.220000000000001,0.008213552361396304
661.0,call,6.470000000000001,0.008213552361396304
662.0,call,5.74,0.008213552361396304
663.0,call,5.045,0.008213552361396304
664.0,call,4.390000000000001,0.008213552361396304
665.0,call,3.7649999999999997,0.008213552361396304
666.0,call,3.175,0.008213552361396304
667.0,call,2.635,0.008213552361396304
668.0,call,2.135,0.008213552361396304
669.0,call,1.705,0.008213552361396304
670.0,call,1.32,0.008213552361396304
671.0,call,0.995,0.008213552361396304
672.0,call,0.73,0.008213552361396304
673.0,call,0.51,0.008213552361396304
674.0,call,0.35,0.008213552361396304
675.0,call,0.22999999999999998,0.008213552361396304
676.0,call,0.14500000000000002,0.008213552361396304
630.0,put,0.125,0.008213552361396304
635.0,put,0.165,0.008213552361396304
640.0,put,0.235,0.008213552361396304
641.0,put,0.255,0.008213552361396304
642.0,put,0.28500000000000003,0.008213552361396304
643.0,put,0.315,0.008213552361396304
644.0,put,0.345,0.008213552361396304
645.0,put,0.385,0.008213552361396304
646.0,put,0.425,0.008213552361396304
647.0,put,0.475,0.008213552361396304
648.0,put,0.535,0.008213552361396304
649.0,put,0.595,0.008213552361396304
650.0,put,0.665,0.008213552361396304
651.0,put,0.745,0.008213552361396304
652.0,put,0.835,0.008213552361396304
653.0,put,0.935,0.008213552361396304
654.0,put,1.045,0.008213552361396304
655.0,put,1.17,0.008213552361396304
656.0,put,1.3050000000000002,0.008213552361396304
657.0,put,1.46,0.008213552361396304
658.0,put,1.6349999999999998,0.008213552361396304
659.0,put,1.83,0.008213552361396304
660.0,put,2.05,0.008213552361396304
661.0,put,2.29,0.008213552361396304
662.0,put,2.565,0.008213552361396304
663.0,put,2.87,0.008213552361396304
664.0,put,3.21,0.008213552361396304
665.0,put,3.585,0.008213552361396304
666.0,put,4.0,0.008213552361396304
667.0,put,4.460000000000001,0.008213552361396304
668.0,put,4.965,0.008213552361396304
669.0,put,5.529999999999999,0.008213552361396304
670.0,put,6.145,0.008213552361396304
671.0,put,6.835,0.008213552361396304
672.0,put,7.5600000000000005,0.008213552361396304
673.0,put,8.365,0.008213552361396304
674.0,put,9.21,0.008213552361396304
675.0,put,10.1,0.008213552361396304
676.0,put,11.025,0.008213552361396304
677.0,put,12.025,0.008213552361396304
678.0,put,13.025,0.008213552361396304
679.0,put,14.010000000000002,0.008213552361396304
680.0,put,15.01,0.008213552361396304
681.0,put,16.009999999999998,0.008213552361396304
682.0,put,17.009999999999998,0.008213552361396304
684.0,put,19.009999999999998,0.008213552361396304
500.0,call,165.47,0.01642710472279261
505.0,call,160.48,0.01642710472279261
510.0,call,155.485,0.01642710472279261
515.0,call,150.495,0.01642710472279261
535.0,call,130.53,0.01642710472279261
540.0,call,125.54499999999999,0.01642710472279261
550.0,call,115.565,0.01642710472279261
555.0,call,110.57499999999999,0.01642710472279261
560.0,call,105.58500000000001,0.01642710472279261
565.0,call,100.6,0.01642710472279261
570.0,call,95.61500000000001,0.01642710472279261
575.0,call,90.625,0.01642710472279261
580.0,call,85.64500000000001,0.01642710472279261
585.0,call,80.66,0.01642710472279261
590.0,call,75.68,0.01642710472279261
595.0,call,70.70500000000001,0.01642710472279261
596.0,call,69.71000000000001,0.01642710472279261
598.0,call,67.72,0.01642710472279261
600.0,call,65.74000000000001,0.01642710472279261
602.0,call,63.75,0.01642710472279261
604.0,call,61.76,0.01642710472279261
605.0,call,60.77,0.01642710472279261
606.0,call,59.78,0.01642710472279261
608.0,call,57.79,0.01642710472279261
610.0,call,55.81,0.01642710472279261
612.0,call,53.83,0.01642710472279261
614.0,call,51.85,0.01642710472279261
615.0,call,50.86,0.01642710472279261
616.0,call,49.87,0.01642710472279261
618.0,call,47.9,0.01642710472279261
620.0,call,45.93,0.01642710472279261
621.0,call,44.94,0.01642710472279261
622.0,call,43.96,0.01642710472279261
623.0,call,42.98,0.01642710472279261
624.0,call,42.0,0.01642710472279261
625.0,call,41.02,0.01642710472279261
626.0,call,40.045,0.01642710472279261
627.0,call,39.07,0.01642710472279261
628.0,call,38.1,0.01642710472279261
629.0,call,37.125,0.01642710472279261
630.0,call,36.16,0.01642710472279261
631.0,call,35.195,0.01642710472279261
632.0,call,34.235,0.01642710472279261
633.0,call,33.275000000000006,0.01642710472279261
634.0,call,32.315,0.01642710472279261
635.0,call,31.365000000000002,0.01642710472279261
636.0,call,30.42,0.01642710472279261
637.0,call,29.475,0.01642710472279261
638.0,call,28.535,0.01642710472279261
639.0,call,27.6,0.01642710472279261
640.0,call,26.67,0.01642710472279261
641.0,call,25.740000000000002,0.01642710472279261
642.0,call,24.825,0.01642710472279261
643.0,call,23.91,0.01642710472279261
644.0,call,23.005,0.01642710472279261
645.0,call,22.105,0.01642710472279261
646.0,call,21.205,0.01642710472279261
647.0,call,20.32,0.01642710472279261
648.0,call,19.439999999999998,0.01642710472279261
649.0,call,18.57,0.01642710472279261
650.0,call,17.705,0.01642710472279261
651.0,call,16.854999999999997,0.01642710472279261
652.0,call,16.015,0.01642710472279261
653.0,call,15.185,0.01642710472279261
654.0,call,14.36,0.01642710472279261
655.0,call,13.555,0.01642710472279261
656.0,call,12.765,0.01642710472279261
657.0,call,11.975,0.01642710472279261
658.0,call,11.21,0.01642710472279261
659.0,call,10.46,0.01642710472279261
660.0,call,9.725,0.01642710472279261
661.0,call,9.0,0.01642710472279261
662.0,call,8.3,0.01642710472279261
663.0,call,7.625,0.01642710472279261
664.0,call,6.965,0.01642710472279261
665.0,call,6.335,0.01642710472279261
666.0,call,5.725,0.01642710472279261
667.0,call,5.140000000000001,0.01642710472279261
668.0,call,4.585,0.01642710472279261
669.0,call,4.0600000000000005,0.01642710472279261
670.0,call,3.5599999999999996,0.01642710472279261
671.0,call,3.0999999999999996,0.01642710472279261
672.0,call,2.67,0.01642710472279261
673.0,call,2.2699999999999996,0.01642710472279261
674.0,call,1.9049999999999998,0.01642710472279261
675.0,call,1.58,0.01642710472279261
676.0,call,1.29,0.01642710472279261
677.0,call,1.025,0.01642710472279261
678.0,call,0.815,0.01642710472279261
679.0,call,0.63,0.01642710472279261
680.0,call,0.475,0.01642710472279261
681.0,call,0.355,0.01642710472279261
682.0,call,0.255,0.01642710472279261
683.0,call,0.185,0.01642710472279261
684.0,call,0.125,0.01642710472279261
565.0,put,0.10500000000000001,0.01642710472279261
570.0,put,0.11499999999999999,0.01642710472279261
575.0,put,0.125,0.01642710472279261
580.0,put,0.135,0.01642710472279261
585.0,put,0.14500000000000002,0.01642710472279261
590.0,put,0.165,0.01642710472279261
592.0,put,0.165,0.01642710472279261
594.0,put,0.175,0.01642710472279261
595.0,put,0.175,0.01642710472279261
596.0,put,0.185,0.01642710472279261
598.0,put,0.195,0.01642710472279261
600.0,put,0.20500000000000002,0.01642710472279261
602.0,put,0.215,0.01642710472279261
604.0,put,0.225,0.01642710472279261
605.0,put,0.225,0.01642710472279261
606.0,put,0.235,0.01642710472279261
608.0,put,0.245,0.01642710472279261
610.0,put,0.265,0.01642710472279261
612.0,put,0.275,0.01642710472279261
614.0,put,0.295,0.01642710472279261
615.0,put,0.305,0.01642710472279261
616.0,put,0.315,0.01642710472279261
618.0,put,0.345,0.01642710472279261
620.0,put,0.365,0.01642710472279261
621.0,put,0.385,0.01642710472279261
622.0,put,0.405,0.01642710472279261
623.0,put,0.415,0.01642710472279261
624.0,put,0.435,0.01642710472279261
625.0,put,0.455,0.01642710472279261
626.0,put,0.485,0.01642710472279261
627.0,put,0.505,0.01642710472279261
628.0,put,0.535,0.01642710472279261
629.0,put,0.565,0.01642710472279261
630.0,put,0.6,0.01642710472279261
631.0,put,0.625,0.01642710472279261
632.0,put,0.665,0.01642710472279261
633.0,put,0.705,0.01642710472279261
634.0,put,0.755,0.01642710472279261
635.0,put,0.8,0.01642710472279261
636.0,put,0.845,0.01642710472279261
637.0,put,0.905,0.01642710472279261
638.0,put,0.96,0.01642710472279261
639.0,put,1.025,0.01642710472279261
640.0,put,1.0950000000000002,0.01642710472279261
641.0,put,1.165,0.01642710472279261
642.0,put,1.245,0.01642710472279261
643.0,put,1.33,0.01642710472279261
644.0,put,1.4249999999999998,0.01642710472279261
645.0,put,1.52,0.01642710472279261
646.0,put,1.63,0.01642710472279261
647.0,put,1.74,0.01642710472279261
648.0,put,1.86,0.01642710472279261
649.0,put,1.99,0.01642710472279261
650.0,put,2.13,0.01642710472279261
651.0,put,2.275,0.01642710472279261
652.0,put,2.4299999999999997,0.01642710472279261
653.0,put,2.5999999999999996,0.01642710472279261
654.0,put,2.7800000000000002,0.01642710472279261
655.0,put,2.9699999999999998,0.01642710472279261
656.0,put,3.175,0.01642710472279261
657.0,put,3.395,0.01642710472279261
658.0,put,3.625,0.01642710472279261
659.0,put,3.875,0.01642710472279261
660.0,put,4.13,0.01642710472279261
661.0,put,4.425000000000001,0.01642710472279261
662.0,put,4.73,0.01642710472279261
663.0,put,5.045,0.01642710472279261
664.0,put,5.4,0.01642710472279261
665.0,put,5.76,0.01642710472279261
666.0,put,6.165,0.01642710472279261
667.0,put,6.59,0.01642710472279261
668.0,put,7.039999999999999,0.01642710472279261
669.0,put,7.52,0.01642710472279261
670.0,put,8.035,0.01642710472279261
671.0,put,8.58,0.01642710472279261
672.0,put,9.165,0.01642710472279261
673.0,put,9.780000000000001,0.01642710472279261
674.0,put,10.440000000000001,0.01642710472279261
675.0,put,11.125,0.01642710472279261
676.0,put,11.850000000000001,0.01642710472279261
677.0,put,12.625,0.01642710472279261
678.0,put,13.43,0.01642710472279261
679.0,put,14.27,0.01642710472279261
680.0,put,15.155000000000001,0.01642710472279261
681.0,put,16.064999999999998,0.01642710472279261
682.0,put,17.025,0.01642710472279261
683.0,put,18.009999999999998,0.01642710472279261
684.0,put,19.02,0.01642710472279261
685.0,put,20.02,0.01642710472279261
686.0,put,21.02,0.01642710472279261
687.0,put,22.009999999999998,0.01642710472279261
688.0,put,23.009999999999998,0.01642710472279261
689.0,put,24.009999999999998,0.01642710472279261
690.0,put,25.009999999999998,0.01642710472279261
691.0,put,26.009999999999998,0.01642710472279261
692.0,put,27.02,0.01642710472279261
693.0,put,28.02,0.01642710472279261
695.0,put,30.02,0.01642710472279261
697.0,put,32.019999999999996,0.01642710472279261
700.0,put,35.019999999999996,0.01642710472279261
370.0,call,296.345,0.09308692676249145
375.0,call,291.35,0.09308692676249145
380.0,call,286.355,0.09308692676249145
385.0,call,281.445,0.09308692676249145
390.0,call,276.49,0.09308692676249145
395.0,call,271.56,0.09308692676249145
400.0,call,266.48,0.09308692676249145
405.0,call,261.6,0.09308692676249145
410.0,call,256.58500000000004,0.09308692676249145
415.0,call,251.9,0.09308692676249145
420.0,call,246.61,0.09308692676249145
425.0,call,241.72,0.09308692676249145
430.0,call,236.70499999999998,0.09308692676249145
435.0,call,232.085,0.09308692676249145
440.0,call,226.76999999999998,0.09308692676249145
445.0,call,221.89,0.09308692676249145
450.0,call,217.04500000000002,0.09308692676249145
455.0,call,212.3,0.09308692676249145
460.0,call,206.97500000000002,0.09308692676249145
465.0,call,202.11,0.09308692676249145
470.0,call,197.04500000000002,0.09308692676249145
475.0,call,192.07999999999998,0.09308692676249145
480.0,call,187.135,0.09308692676249145
485.0,call,182.28,0.09308692676249145
490.0,call,177.275,0.09308692676249145
495.0,call,172.32999999999998,0.09308692676249145
500.0,call,167.4,0.09308692676249145
505.0,call,162.735,0.09308692676249145
510.0,call,157.52999999999997,0.09308692676249145
515.0,call,152.93,0.09308692676249145
520.0,call,147.65,0.09308692676249145
525.0,call,142.69,0.09308692676249145
530.0,call,137.735,0.09308692676249145
535.0,call,132.845,0.09308692676249145
540.0,call,128.215,0.09308692676249145
545.0,call,122.965,0.09308692676249145
550.0,call,118.215,0.09308692676249145
555.0,call,113.16499999999999,0.09308692676249145
560.0,call,108.275,0.09308692676249145
565.0,call,103.5,0.09308692676249145
570.0,call,98.535,0.09308692676249145
575.0,call,94.06,0.09308692676249145
580.0,call,89.22999999999999,0.09308692676249145
585.0,call,84.41499999999999,0.09308692676249145
590.0,call,79.625,0.09308692676249145
595.0,call,74.88,0.09308692676249145
600.0,call,70.13,0.09308692676249145
605.0,call,65.445,0.09308692676249145
610.0,call,60.78,0.09308692676249145
615.0,call,56.19,0.09308692676249145
620.0,call,51.64,0.09308692676249145
625.0,call,47.16,0.09308692676249145
