Strike,Type,MarketPrice,TimeToExpiry
110.0,call,142.475,0.013689253935660506
120.0,call,132.45,0.013689253935660506
125.0,call,127.44999999999999,0.013689253935660506
140.0,call,112.45,0.013689253935660506
150.0,call,102.525,0.013689253935660506
160.0,call,92.475,0.013689253935660506
165.0,call,87.55000000000001,0.013689253935660506
170.0,call,82.5,0.013689253935660506
175.0,call,77.5,0.013689253935660506
180.0,call,72.475,0.013689253935660506
185.0,call,67.5,0.013689253935660506
190.0,call,62.5,0.013689253935660506
195.0,call,57.525000000000006,0.013689253935660506
200.0,call,52.45,0.013689253935660506
205.0,call,47.55,0.013689253935660506
210.0,call,42.525000000000006,0.013689253935660506
215.0,call,37.6,0.013689253935660506
220.0,call,32.575,0.013689253935660506
225.0,call,27.575,0.013689253935660506
230.0,call,22.675,0.013689253935660506
235.0,call,17.525,0.013689253935660506
237.5,call,15.375,0.013689253935660506
240.0,call,12.95,0.013689253935660506
242.5,call,10.75,0.013689253935660506
245.0,call,8.575,0.013689253935660506
247.5,call,6.525,0.013689253935660506
250.0,call,4.85,0.013689253935660506
252.5,call,3.425,0.013689253935660506
255.0,call,2.275,0.013689253935660506
257.5,call,1.415,0.013689253935660506
260.0,call,0.87,0.013689253935660506
262.5,call,0.515,0.013689253935660506
265.0,call,0.29000000000000004,0.013689253935660506
267.5,call,0.175,0.013689253935660506
270.0,call,0.10500000000000001,0.013689253935660506
185.0,put,0.12000000000000001,0.013689253935660506
230.0,put,0.125,0.013689253935660506
235.0,put,0.21000000000000002,0.013689253935660506
237.5,put,0.30000000000000004,0.013689253935660506
240.0,put,0.46499999999999997,0.013689253935660506
242.5,put,0.715,0.013689253935660506
245.0,put,1.08,0.013689253935660506
247.5,put,1.62,0.013689253935660506
250.0,put,2.4000000000000004,0.013689253935660506
252.5,put,3.4000000000000004,0.013689253935660506
255.0,put,4.675,0.013689253935660506
257.5,put,6.5,0.013689253935660506
260.0,put,8.375,0.013689253935660506
262.5,put,10.575,0.013689253935660506
265.0,put,12.85,0.013689253935660506
267.5,put,15.125,0.013689253935660506
270.0,put,17.7,0.013689253935660506
272.5,put,20.1,0.013689253935660506
275.0,put,22.65,0.013689253935660506
280.0,put,27.65,0.013689253935660506
285.0,put,32.675,0.013689253935660506
295.0,put,42.625,0.013689253935660506
140.0,call,112.575,0.03285420944558522
155.0,call,97.625,0.03285420944558522
170.0,call,82.675,0.03285420944558522
180.0,call,72.725,0.03285420944558522
185.0,call,67.75,0.03285420944558522
190.0,call,62.7,0.03285420944558522
195.0,call,57.675,0.03285420944558522
200.0,call,52.775000000000006,0.03285420944558522
205.0,call,47.775,0.03285420944558522
210.0,call,42.5,0.03285420944558522
215.0,call,37.925,0.03285420944558522
220.0,call,32.95,0.03285420944558522
225.0,call,28.075,0.03285420944558522
230.0,call,23.55,0.03285420944558522
235.0,call,19.125,0.03285420944558522
240.0,call,14.9,0.03285420944558522
245.0,call,11.325,0.03285420944558522
250.0,call,8.2,0.03285420944558522
255.0,call,5.6,0.03285420944558522
260.0,call,3.6500000000000004,0.03285420944558522
265.0,call,2.2750000000000004,0.03285420944558522
270.0,call,1.33,0.03285420944558522
275.0,call,0.755,0.03285420944558522
280.0,call,0.42,0.03285420944558522
285.0,call,0.22999999999999998,0.03285420944558522
290.0,call,0.135,0.03285420944558522
315.0,call,0.12000000000000001,0.03285420944558522
320.0,call,0.115,0.03285420944558522
150.0,put,0.12000000000000001,0.03285420944558522
160.0,put,0.12000000000000001,0.03285420944558522
200.0,put,0.105,0.03285420944558522
205.0,put,0.14,0.03285420944558522
210.0,put,0.195,0.03285420944558522
215.0,put,0.245,0.03285420944558522
220.0,put,0.35,0.03285420944558522
225.0,put,0.55,0.03285420944558522
230.0,put,0.88,0.03285420944558522
235.0,put,1.44,0.03285420944558522
240.0,put,2.3200000000000003,0.03285420944558522
